FIPS,trump_vs_senate,trump_vs_house
37149,0.503511157,-0.248094044
37151,1.501463283,-0.134494422
37153,1.083965118,1.559695978
37155,2.424148304,1.037848861
37157,2.004891055,0.691504436
37159,0.847233613,-0.079046057
37161,1.074416015,-0.940718442
37163,0.937574493,-0.59763834
37165,0.13320615,0.453031515
37167,1.009371155,0.463324419
37169,2.355148284,1.239066235
37171,2.623830362,1.034991323
37173,1.160992167,0.742782366
37175,0.076178374,0.122087994
37177,3.092614113,-0.225866258
37179,-1.573876989,-1.460616021
37181,1.171009037,-17.44867515
37183,-2.175391923,-8.049557709
37185,1.639435548,0.330918702
37187,1.361640259,0.323554375
37189,-0.971484001,-1.583412564
37191,0.551511427,-0.529914732
37193,2.637992847,-0.30644174
37195,0.851013275,0.272275399
37197,2.31159704,0.691016608
37199,2.349930817,1.567774348
38001,,-3.364228159
38003,,-4.26148839
38005,,-3.641032637
38007,,-1.355903477
38009,,-3.381037754
38011,,-1.814683993
38013,,0.443284716
38015,,-4.194437977
38017,,-6.557398718
38019,,-3.49044753
38021,,-3.088077563
38023,,-1.643752336
38025,,-0.964559987
38027,,-3.124390932
38029,,-1.329896907
38031,,-2.808082887
38033,,-1.994118264
38035,,-6.286568609
38037,,-1.483214277
38039,,-3.683127572
38041,,-3.559755879
38043,,-0.449873484
38045,,-3.659862829
38047,,-1.292797694
38049,,-0.28722583
38051,,-2.859983801
38053,,-1.30820266
38055,,-1.83717261
38057,,-0.721032502
38059,,-2.632309471
38061,,-1.743763812
38063,,-4.666270579
38065,,-0.688463338
38067,,-2.754379985
38069,,-3.743951467
38071,,-4.972565475
38073,,-4.556753574
38075,,-1.742136512
38077,,-4.381607089
38079,,-3.346902639
38081,,-2.593030953
38083,,-0.043638417
38085,,-4.403570223
38087,,-1.418520718
38089,,-3.346406126
38091,,-4.629232433
38093,,-3.357962262
38095,,-3.808937537
38097,,-5.192591116
38099,,-4.948044326
38101,,-3.17534872
38103,,-2.102832265
38105,,-1.702678282
39001,,-0.116119131
39003,,-1.590001731
39005,,-4.405910686
39007,,-3.097558467
39009,,0.331395993
39011,,-1.531547416
39013,,-1.07008688
39015,,-1.833262193
39017,,-2.133220342
39019,,-0.447406494
39021,,-2.160577363
39023,,-1.826242037
39025,,-4.295692977
39027,,-2.507827171
39029,,-1.685895703
39031,,-3.614625827
39033,,-1.193497198
39035,,-24.59949249
39037,,-1.262584711
39039,,-4.582234884
39041,,-4.811695842
39043,,8.373398818
39045,,-6.154306289
39047,,-10.09238742
39049,,-6.192413757
39051,,-5.745045073
39053,,-0.952681601
39055,,-6.37336151
39057,,-6.165736079
39059,,-1.762940775
39061,,-3.835547791
39063,,-4.609385858
39065,,-2.050904732
39067,,0.006634233
39069,,-5.938852504
39071,,-2.083039825
39073,,-2.87705598
39075,,-3.931477108
39077,,-7.703119465
39079,,-0.445379424
39081,,-1.726960988
39083,,-2.815879663
39085,,-5.529477106
39087,,-0.325865413
39089,,-2.902325067
39091,,-1.858676818
39093,,7.42871288
39095,,14.28211251
39097,,-5.716728644
39099,,8.098848504
39101,,-7.086343252
39103,,-3.463253327
39105,,-0.527058813
39107,,-6.374518599
39109,,-2.751436463
39111,,1.341492752
39113,,-6.32291167
39115,,-4.368743418
39117,,-0.966757852
39119,,-2.35175789
39121,,-0.087331879
39123,,5.937733882
39125,,-1.623838704
39127,,-3.385926692
39129,,-4.4786179
39131,,2.046975835
39133,,-10.13845316
39135,,-1.074835142
39137,,-3.625849895
39139,,3.501693827
39141,,2.520620643
39143,,-2.12745516
39145,,5.279178981
39147,,-2.005212143
39149,,-1.867481778
39151,,-6.857664954
39153,,-16.81998387
39155,,-19.01376948
39157,,-3.857516217
39159,,-3.006123949
39161,,-2.828562706
39163,,-0.627109426
39165,,-2.030774276
39167,,-2.404141363
39169,,-3.790137643
39171,,-4.415690422
39173,,-7.024627984
39175,,-3.586058924
40001,4.02076388,0.048236408
40003,1.626112872,-0.817060533
40005,1.033972883,0.466442879
40007,0.54969644,-0.715194068
40009,2.278418657,-0.396200422
40011,2.101337392,-1.876725397
40013,0.638569903,-0.058767119
40015,0.709928238,-2.479875918
40017,1.748130227,-6.355068013
40019,-0.041193847,-1.267944219
40021,3.940492814,0.486939687
40023,0.302451231,1.36528957
40025,-0.413842981,0.46172255
40027,0.703920704,-4.179666043
40029,2.78930091,2.156820357
40031,-2.043325674,-3.378041169
40033,-1.175169871,-0.988031841
40035,4.645418898,-0.026381663
40037,1.931806565,-0.824984431
40039,1.378265039,-3.128982561
40041,1.999311503,-0.708121778
40043,1.902806696,-1.253623585
40045,1.588140542,-0.920989274
40047,1.015298244,-2.436725663
40049,1.627293902,-1.298355818
40051,2.002806957,-1.68448759
40053,1.461793341,-1.503289841
40055,1.480221136,-1.667445847
40057,0.800296195,-2.040666546
40059,0.740797429,-1.847315608
40061,3.400809717,1.068567491
40063,2.323125915,1.423497629
40065,-2.041957397,-1.937801208
40067,0.652251929,-0.23501012
40069,0.75911461,0.030664541
40071,1.453726993,-1.819332752
40073,0.978097161,-2.481601719
40075,1.241349995,-3.698333302
40077,3.630505523,1.43331601
40079,1.476234438,0.738967288
40081,1.627565936,-0.661919649
40083,1.025799924,-2.4753057
40085,0.128942178,-0.8072895
40087,1.935162964,-1.688052841
40089,1.334918092,0.539024123
40091,3.298005451,0.660148041
40093,1.019172805,-0.969003446
40095,0.215340694,-0.674508907
40097,3.218140234,-0.44774551
40099,2.110731508,-2.735127691
40101,2.352946794,-0.520451568
40103,2.558564105,-3.166240319
40105,2.962630499,0.514380597
40107,3.052241465,1.532491818
40109,0.134093686,1.02495519
40111,2.043510029,-0.623749863
40113,2.477693238,-0.890277355
40115,7.165381774,1.329702956
40117,2.211117663,-0.613091157
40119,1.176469412,-5.261978073
40121,2.148293088,0.193602954
40123,0.981591655,-3.263014188
40125,1.980982665,2.933273113
40127,1.431396857,1.374214699
40129,3.889148888,-0.08000453
40131,2.168309854,-1.483908569
40133,2.259696184,3.40106766
40135,2.601624642,0.812218647
40137,0.176498296,-1.315372929
40139,-0.220693346,-0.080174308
40141,-1.66982618,-1.818718087
40143,0.829853693,-4.51115958
40145,1.813766864,-3.899708075
40147,1.109753667,-3.973078816
40149,2.513951106,-1.729262115
40151,2.496166295,-1.315281701
40153,1.689345664,-1.24364868
41001,3.535823019,-5.473958862
41003,-0.39678051,-21.01877658
41005,0.007501522,1.9571859
41007,1.678980693,2.388306377
41009,2.766953567,2.901990378
41011,3.114358549,1.878128942
41013,2.832588511,-3.640292568
41015,1.919666164,0.321090698
41017,0.819720221,-6.87549322
41019,3.45687132,2.973058334
41021,4.84831397,-6.127755847
41023,4.682161816,-4.65216448
41025,4.316893346,-5.67759513
41027,0.430227479,-5.430214259
41029,0.977522199,-3.853877029
41031,2.349636806,-4.592808309
41033,1.923634464,1.466460153
41035,3.179741901,-3.349901947
41037,3.187218806,-3.700845805
41039,1.210972018,0.306746524
41041,1.77648636,0.012732221
41043,2.018940975,0.800186156
41045,1.340577305,-6.831521756
41047,0.725272062,-1.105185218
41049,4.370994337,-3.296217405
41051,0.370729118,4.153049466
41053,0.809299871,-1.202059438
41055,4.23923794,-5.472297379
41057,2.625106198,0.479619544
41059,2.668293898,-4.407401924
41061,2.720128768,-4.026861306
41063,2.22550438,-4.835345483
41065,2.166759112,-5.157302399
41067,-0.534670099,-0.795452069
41069,5.592188387,-4.425035008
41071,0.91112206,1.198035664
42001,,-1.504140654
42003,,8.876995509
42005,,0.713979144
42007,,0.85855084
42009,,-0.470108597
42011,,-6.917936926
42013,,-2.333179653
42015,,-2.549808454
42017,,-9.58471766
42019,,-9.697237898
42021,,-2.961433637
42023,,-3.358022737
42025,,-1.11800574
42027,,-15.27604512
42029,,-2.462689859
42031,,-2.305547936
42033,,-1.901956672
42035,,-1.083275439
42037,,-2.32729282
42039,,2.476439019
42041,,-16.39255904
42043,,-2.09887834
42045,,-1.321270393
42047,,-2.360799059
42049,,0.546288708
42051,,1.116857474
42053,,-1.737845115
42055,,-1.412664652
42057,,-0.37330423
42059,,2.413404792
42061,,-0.913751299
42063,,-0.301055539
42065,,-1.921648847
42067,,-1.202837124
42069,,4.509576475
42071,,-2.337846086
42073,,1.07157307
42075,,-1.791942894
42077,,-0.698534525
42079,,-12.56312296
42081,,
42083,,-2.973377589
42085,,-0.551697819
42087,,-1.272259727
42089,,0.540237262
42091,,15.44244049
42093,,-4.258028384
42095,,-0.540559178
42097,,1.916715437
42099,,-2.847152821
42101,,-9.572682948
42103,,1.035641238
42105,,-0.741995761
42107,,0.385923266
42109,,-4.27425954
42111,,0.389520149
42113,,-0.7612747
42115,,-1.865009745
42117,,-1.551775624
42119,,-4.026819048
42121,,-2.438353676
42123,,-2.058053266
42125,,-1.586361951
42127,,2.547872394
42129,,-0.572454574
42131,,-2.802820465
42133,,-7.747799534
44001,4.958959659,
44003,6.900055638,1.90406287
44005,4.112187199,
44007,6.620788753,-2.14312638
44009,4.428083062,-0.304217029
45001,1.229060192,-1.475926527
45003,0.639599784,-1.008524719
45005,0.400878294,0.882882134
45007,0.957613396,-2.407025242
45009,0.719048939,2.25798878
45011,0.971540036,0.939682383
45013,-0.134434948,0.421180888
45015,0.996948892,0.417082709
45017,1.05395966,1.453507517
45019,-0.542216124,-1.656346335
45021,1.455299226,-0.407554192
45023,2.206521792,-0.543235225
45025,1.78722084,-0.527337179
45027,1.090225311,1.405005842
45029,1.576054718,-16.43819409
45031,1.120179147,-1.584001017
45033,1.972799059,-0.868685361
45035,1.011351701,2.701980599
45037,1.282968243,-1.133092555
45039,0.612549327,-0.951220738
45041,0.77754199,-3.4428279
45043,0.06024073,-3.052882508
45045,0.458197142,-2.440751277
45047,1.20603571,-2.611565674
45049,1.57025383,2.319270935
45051,0.94262309,-2.911232582
45053,0.899392748,-0.14945827
45055,0.808958565,-1.757469225
45057,1.314218097,-1.876442473
45059,1.331669567,-1.759563
45061,0.945635803,-0.235977453
45063,0.651585124,-0.376565549
45065,0.753937673,-1.854778184
45067,1.055707488,-2.17501695
45069,2.1679511,-1.045009842
45071,0.882086676,-0.35377096
45073,0.457879317,-2.635818871
45075,0.967983542,6.315212022
45077,0.73609382,-2.41055186
45079,-0.039485453,26.00362526
45081,0.809305227,-1.462833353
45083,1.163603387,-16.51959123
45085,0.927702269,-6.085191936
45087,1.730895651,0.109904036
45089,0.951594826,1.389265955
45091,1.246302669,-2.35435933
46003,5.527686001,
46005,-2.458709271,
46007,-2.693854616,
46009,3.501907576,
46011,-3.778616201,
46013,-2.190046807,
46015,2.57377239,
46017,-6.711823716,
46019,0.039684143,
46021,0.529844291,
46023,1.559440576,
46025,0.220186834,
46027,-6.101250583,
46029,-2.319447979,
46031,-2.891554698,
46033,-1.140463151,
46035,-1.942750647,
46037,0.051063521,
46039,0.428206498,
46041,-4.302101563,
46043,0.964476487,
46045,1.216629318,
46047,-1.975097829,
46049,0.88970601,
46051,-1.375740535,
46053,1.210147718,
46055,0.030743845,
46057,-0.030285931,
46059,-0.308921225,
46061,0.196177425,
46063,2.976944793,
46065,-5.792069282,
46067,0.00347893,
46069,0.683946152,
46071,-0.650143616,
46073,0.538517707,
46075,1.304615806,
46077,-0.965929747,
46079,-0.81429403,
46081,-2.427760884,
46083,-3.751169092,
46085,-0.170176558,
46087,1.617672219,
46089,0.673130855,
46091,-0.996799268,
46093,-1.489978882,
46095,-0.593294058,
46097,0.674196096,
46099,-2.741739355,
46101,4.040342905,
46103,-3.286884118,
46105,0.57281467,
46107,-0.432891274,
46109,-2.063422078,
46111,1.716717835,
46113,,
46115,-1.009707044,
46117,-3.042289388,
46119,-2.184377209,
46121,-6.894780769,
46123,0.024661844,
46125,-0.926025071,
46127,-3.991135807,
46129,-1.855356157,
46135,-2.405911451,
46137,-3.909753852,
47001,-1.624422425,1.450180631
47003,-2.19057837,1.677804945
47005,-1.559684665,-0.719960898
47007,-0.287065493,3.632471936
47009,-2.280027576,-3.079399187
47011,-1.583203984,4.483616039
47013,-0.760064442,-1.449445731
47015,-1.158273957,-0.435022576
47017,-1.308301278,-1.950756383
47019,-0.619082459,1.042048777
47021,-1.598748902,-5.914834471
47023,-1.187220097,-1.813622544
47025,-0.958047869,-1.431295603
47027,-1.58218296,-1.693771626
47029,-0.752586149,-0.303003398
47031,-1.335917076,-0.945870333
47033,-1.743510001,-3.314147045
47035,-1.608084585,-0.825206715
47037,-3.152828681,
47039,-0.970459066,-6.659909809
47041,-0.942270525,0.678898232
47043,-1.309580031,
47045,-1.591913651,-1.678876907
47047,-3.529357802,-3.829033744
47049,-1.039999078,-1.011902696
47051,-1.279470096,1.759255678
47053,-2.39817422,-3.068426069
47055,-1.917246829,-2.557091052
47057,-1.109116422,-1.638201353
47059,-0.955752777,0.682101082
47061,-0.194006786,0.645424203
47063,-1.695905728,0.054262702
47065,-2.442673581,-3.264374707
47067,-1.004900649,0.665774528
47069,-2.96768717,-3.086042443
47071,-0.876625649,-1.275270708
47073,-0.637698571,1.345298249
47075,-1.694369144,-2.792106142
47077,-1.837615953,-2.010986102
47079,-2.08288172,-1.853656892
47081,-1.048053761,-1.152265963
47083,-0.425897069,-2.556756315
47085,-1.113890997,-2.144978764
47087,-1.144336843,-0.546573038
47089,-1.687526826,-1.246689181
47091,-0.613687252,0.993806792
47093,-2.592154704,-4.43619504
47095,0.525742963,-1.401975649
47097,-3.515616599,-4.963089567
47099,-0.997202059,-1.468281694
47101,-0.366453211,-0.308645529
47103,-1.172554345,0.568771662
47105,-2.561564908,-3.445525299
47107,-1.312103456,-1.914608841
47109,-0.969425631,-1.406696225
47111,-1.101297596,-0.895898676
47113,-2.368789679,-2.909065764
47115,-0.598606684,2.167788932
47117,-1.763653167,3.196373126
47119,-1.596848954,-15.45877473
47121,-1.048588578,4.029556029
47123,-0.904530279,-1.029414345
47125,-2.542543224,-5.618622406
47127,-0.943968398,2.084698071
47129,-0.494225795,-0.586830347
47131,-1.350741411,-1.798707742
47133,-1.620608765,-1.426625935
47135,-1.645102812,-1.137544337
47137,-0.725039545,-0.380525942
47139,-0.543972844,-0.342643718
47141,-1.467472527,-1.806569667
47143,-1.156720617,2.952268707
47145,-1.637446093,-2.344382251
47147,-2.180350852,-1.45835139
47149,-2.124175222,1.84202689
47151,-0.624183653,-0.602984679
47153,-1.062629591,2.358783792
47155,-1.385331015,-0.866230882
47157,-2.637806187,13.93252289
47159,-1.742442081,-2.115760118
47161,-1.306704057,-3.227679377
47163,-1.548986158,0.994391269
47165,-2.896048164,-2.027072541
47167,-2.583142699,-2.674680752
47169,-2.797856991,-2.603847269
47171,-0.888320533,0.129321526
47173,-0.925139243,-0.810310555
47175,-1.0063649,-4.853640486
47177,-1.232577408,4.269836882
47179,-1.416329667,1.102461404
47181,-1.224090787,-1.019791053
47183,-1.548570616,-1.889793349
47185,-0.868527024,0.196478213
47187,-4.442444656,-5.204742248
47189,-2.290744787,-2.304201411
48001,-0.500731809,0.090120662
48003,-2.476475026,-0.63641015
48005,-0.715288862,-0.174767861
48007,-1.08677955,-3.150962355
48009,0.65643404,-0.677335471
48011,-0.879805425,-0.449626958
48013,-0.866132601,10.1404297
48015,-1.143853728,-2.197542236
48017,-0.670874225,-3.483022706
48019,-1.22366551,-0.762947517
48021,-0.593633696,-3.150352422
48023,-0.068540657,-0.735129312
48025,-0.197534684,1.984849743
48027,-1.515699917,-5.349193676
48029,-2.968557095,9.653665253
48031,-0.99214562,-0.542915831
48033,0.304586825,-0.180072752
48035,-0.441840405,-0.670072991
48037,-0.514497938,-0.421353433
48039,-1.450553569,6.031550875
48041,-3.237130823,-2.483320116
48043,-0.988070693,0.70808444
48045,0.341115888,-0.095003408
48047,2.828144204,6.890318455
48049,-0.616973798,-0.903361076
48051,-0.371855184,-0.392469143
48053,-0.939235558,-1.290552129
48055,-0.810923278,12.92107099
48057,-0.143994928,-1.871319984
48059,-0.533826357,-0.823921296
48061,0.319408735,6.634287148
48063,-0.348129053,-0.878433384
48065,-0.261694827,0.417541464
48067,-0.37560019,-0.335285256
48069,-0.977102319,-2.454116406
48071,-0.539530368,-2.048163254
48073,-0.437410128,-0.770038186
48075,-0.925694556,-1.532058205
48077,0.498307442,-0.173839322
48079,1.462986296,-1.169763078
48081,-2.119659301,-2.688699532
48083,-0.404035373,-1.027787868
48085,-3.74085903,-5.052479478
48087,-0.564999283,-1.345993989
48089,-0.190584365,-0.83462417
48091,-2.145283531,10.09611231
48093,-0.023248728,-0.293486816
48095,0.096569532,-1.644923574
48097,-0.867076379,-1.618229696
48099,-1.238070452,-1.522609341
48101,-0.144864414,-0.126373115
48103,-0.315515339,1.665832406
48105,-0.487367003,0.995102406
48107,-1.020731383,-3.980217367
48109,-0.151374373,3.722420454
48111,0.310045123,0.2938572
48113,-3.206047301,3.732116213
48115,-0.793816206,1.950848289
48117,-1.715353713,0.603822918
48119,-0.804763196,-0.655625258
48121,-3.357375263,-6.62481471
48123,-0.751334546,-1.048415459
48125,0.913798355,-0.290622578
48127,0.423873287,2.17928417
48129,-0.783114752,-0.956790927
48131,6.604788323,11.85063131
48133,-0.476570069,-0.549232635
48135,-0.593782957,-1.002479826
48137,-0.887161114,-0.157923871
48139,-1.587876479,-2.520036274
48141,-0.493410151,4.87348708
48143,-0.922978519,0.234114334
48145,-1.190184536,-1.338574009
48147,-0.13437255,-1.052318862
48149,0.020327002,-1.293072555
48151,0.286162929,-1.210029388
48153,-1.367482081,-0.41616601
48155,2.740805226,0.428921569
48157,-2.703591853,-9.405298621
48159,-0.722961485,-1.044069186
48161,-0.426387535,-0.993452374
48163,1.634183332,3.938335895
48165,-0.026291662,-0.900572323
48167,-1.639598292,-2.074040107
48169,0.020707218,-1.568209501
48171,-0.951165215,-0.495171758
48173,-0.514106583,-1.031055901
48175,-0.257628968,0.360073907
48177,-1.595926908,-6.218834805
48179,-0.466121137,-0.358438512
48181,-0.551459141,-2.072351982
48183,-1.124609339,-0.17688891
48185,-0.818537415,-1.111539864
48187,-2.121217356,2.872451349
48189,-0.542423155,-3.449987595
48191,-0.480401824,-0.328255764
48193,-0.830476055,-1.167257232
48195,-0.32647221,0.284436793
48197,-0.324366192,-2.167283308
48199,-0.123809635,-1.473672946
48201,-2.400352808,-21.14260376
48203,-0.541846807,-0.457794794
48205,-0.804269581,-0.881544835
48207,0.005813855,-1.215317597
48209,-2.638824519,9.891385987
48211,-0.321751969,-1.171313329
48213,-0.777142728,-1.782710233
48215,-0.499553298,5.097718782
48217,-0.836663956,-0.873521659
48219,-0.804504515,-2.456034919
48221,-0.958497272,-1.23833704
48223,-0.83537134,-0.973534742
48225,-0.801483294,-1.119662772
48227,-0.382551631,-1.204671574
48229,7.208475353,6.119537864
48231,-1.038374819,-1.549153979
48233,-0.547280223,-0.454402368
48235,-0.907904688,-1.065272052
48237,-0.067537681,-0.602102366
48239,-0.047597819,-1.653682798
48241,-0.281055902,-1.09682572
48243,-0.347754839,-0.116543617
48245,-0.747099293,-1.347550769
48247,4.582154429,15.37760864
48249,1.291459493,3.408219142
48251,-1.015753716,-1.170448827
48253,-0.141633963,-1.696872395
48255,-0.169897625,2.890776881
48257,-1.106014241,-2.200341687
48259,-2.47291349,-1.623333677
48261,0.901930894,20.41412602
48263,1.810884205,0.371475429
48265,-1.758166434,-1.045529615
48267,-1.04341032,-1.976789507
48269,-1.784693294,-2.346882782
48271,-1.087857128,-0.198855579
48273,-0.569667302,1.662472668
48275,0.313381923,-0.359157653
48277,-0.312053799,-0.358838729
48279,-0.552599226,-2.204696299
48281,-1.331069942,-1.346637703
48283,4.08318979,18.85311309
48285,0.026713694,-1.858371924
48287,-0.470040786,-2.551695568
48289,-0.315656282,-0.442036878
48291,0.0401397,-1.450570794
48293,-0.495785581,-1.078138272
48295,-0.799272684,-0.560830696
48297,-0.238159916,-0.399102163
48299,-5.353186146,-6.106069393
48301,1.686507937,3.919491525
48303,-2.288761162,-4.045577734
48305,-0.31666243,-2.721390744
48307,-0.510732271,-0.913832194
48309,-2.343477067,-2.436652864
48311,-1.679472547,11.11150176
48313,-0.65544297,-0.895360726
48315,-0.457461889,-0.992488573
48317,-0.745763398,-0.61964035
48319,0.332613674,-0.042837557
48321,-0.570001104,-1.266085234
48323,3.486959262,4.948834868
48325,-1.730394616,-2.04554154
48327,-0.146226581,-0.452036978
48329,-1.304087198,-1.728095067
48331,-0.301958631,-0.853508435
48333,-0.598684129,-1.012604896
48335,-1.036488728,-1.226078215
48337,-0.321130002,-1.062398689
48339,-1.803189606,-2.80521412
48341,-0.789121356,0.607668538
48343,0.25232187,0.148168218
48345,-0.147789219,-0.452317399
48347,-1.282527422,-0.616633562
48349,-0.960301094,-1.885228892
48351,0.184080784,-0.63750526
48353,-1.13573021,-2.247341453
48355,-1.564422114,-2.346220252
48357,-0.616285491,-0.645878218
48359,-0.580590917,0.157516258
48361,-0.015254633,-1.640361266
48363,-0.770961199,-0.898446713
48365,-0.015130279,-0.077515932
48367,-1.129908616,-2.818964298
48369,-1.049188325,-1.77715193
48371,0.824824655,4.376523797
48373,0.300569849,-3.106276317
48375,-1.509877007,-0.442247417
48377,0.864672365,3.0872622
48379,-0.551605494,-0.67236259
48381,-1.617962663,-0.701692545
48383,-0.731164874,1.020657423
48385,-1.34342022,-1.34342022
48387,-0.511954281,-0.615413475
48389,2.066658966,6.664537787
48391,-0.340298816,-1.737090263
48393,-0.34090986,0.404965405
48395,-0.934678339,-0.949312522
48397,-2.425274175,-2.846192765
48399,-0.481894021,-0.998665666
48401,-0.480054921,0.08476631
48403,0.554260268,0.404210147
48405,-0.345140373,-0.210031017
48407,0.084994506,-1.135664023
48409,-0.793878434,12.89400482
48411,-0.207640218,-0.76970244
48413,-1.248452766,-0.410606356
48415,0.08434936,-1.250256993
48417,-0.821818522,-1.538232198
48419,-0.137584363,-0.519785434
48421,-0.307377049,0.561765408
48423,-1.037385158,-0.046698013
48425,-0.974168229,-0.873807684
48427,5.760047447,22.58262594
48429,-0.351303041,-3.570764863
48431,-0.376772936,-0.413992011
48433,1.362965367,0.011155276
48435,-0.642861312,-0.973032516
48437,-0.036072389,0.664715529
48439,-2.63838105,25.27552852
48441,-2.259647238,-3.767098965
48443,0.09432069,1.793045128
48445,-0.484513334,-3.314369248
48447,-0.437937938,-1.44353656
48449,-0.383679769,-0.217470767
48451,-1.429854012,-1.855898225
48453,-3.084802706,8.98307873
48455,-0.372600237,-1.555396237
48457,0.393087326,-2.668380053
48459,-0.04885298,-1.806653534
48461,-0.371804228,2.147587916
48463,-0.725765993,-0.470640967
48465,-0.265170182,1.055776961
48467,-0.313602,-0.82881479
48469,-0.950097223,-3.369903976
48471,-1.510872619,-1.980499947
48473,-1.260780582,-1.680810151
48475,-0.294333754,2.505919913
48477,-1.11124884,-2.221474792
48479,2.053194303,11.2515584
48481,-0.641874364,-1.614159932
48483,0.130241262,-0.010310533
48485,-0.918097532,-1.673020292
48487,-1.235663281,-0.65514226
48489,1.610850567,9.454505495
48491,-2.273562529,-3.339570535
48493,-1.116901411,4.433094516
48495,-0.487052412,2.32550693
48497,-0.700585784,-3.085165866
48499,-0.530027165,-0.868004842
48501,-0.956541754,-1.891267994
48503,-0.553632054,-1.507120166
48505,8.303973861,18.54940625
48507,2.345597066,4.327290854
49001,,0.31967346
49003,,1.033344204
49005,,-0.864147887
49007,,-2.667812912
49009,,-0.918383543
49011,,-3.146767931
49013,,0.197643102
49015,,-1.515340691
49017,,0.198867689
49019,,-4.467793793
49021,,-1.808188196
49023,,4.048150169
49025,,-1.250389341
49027,,-1.351765358
49029,,-2.041619556
49031,,-2.604234036
49033,,2.477310108
49035,,-11.63244798
49037,,-5.857277457
49039,,6.241053342
49041,,-1.476490618
49043,,-4.397334174
49045,,-3.499579059
49047,,0.152564019
49049,,-8.844700365
49051,,-6.766643067
49053,,-1.558867946
49055,,-0.408940368
49057,,-3.03573908
50001,,2.913817068
50003,,3.094085961
50005,,5.041082633
50007,,-0.001335541
50009,,6.593773434
50011,,6.993063383
50013,,4.697464512
50015,,2.570005359
50017,,4.837990675
50019,,7.257596296
50021,,5.857337376
50023,,2.20868069
50025,,2.539000887
50027,,3.370718288
51001,2.007933594,1.471867953
51003,0.245043898,1.308046581
51005,7.674455232,
51007,1.810285427,1.611894617
51009,2.996629991,-3.761673541
51011,3.7806209,3.150098669
51013,-3.077940768,-3.402266996
51015,2.974109011,-3.386242597
51017,4.552035621,-4.117002494
51019,3.244469723,-2.361807548
51021,6.155190963,
51023,4.034828973,-4.029148689
51025,2.124827024,0.722588207
51027,9.910344378,
51029,2.111367009,1.435951278
51031,3.799095742,3.901350069
51033,2.377317424,-4.394847083
51035,5.275279349,
51036,1.502922366,0.674248259
51037,3.190419719,2.323119905
51041,0.695307957,2.066119701
51043,0.676866748,-1.358566571
51045,5.300441631,
51047,1.782135675,0.177259351
51049,1.540038009,1.325606126
51051,7.796700815,
51053,1.67297116,0.835800213
51057,2.590905914,-5.300834242
51059,-1.369980726,-0.587217103
51061,0.01987257,1.052656382
51063,3.976103805,
51065,2.219633099,2.821903655
51067,5.054751136,2.187052852
51069,1.48333444,-0.590543442
51071,6.210258218,
51073,2.09406362,-5.074046093
51075,0.141167936,0.767245703
51077,5.521776149,
51079,2.714965795,3.162164935
51081,1.999460573,1.51588314
51083,3.259965033,1.723327185
51085,0.72727312,-4.653675819
51087,0.383460858,-3.986359195
51089,6.043204284,
51091,5.443453982,-2.770207025
51093,1.302112282,0.259702715
51095,-0.359010134,3.586625557
51097,2.453742859,-3.572477676
51099,1.68846519,-6.683103534
51101,1.965788791,-3.283432501
51103,0.979511408,-6.870139412
51105,7.637156169,
51107,-0.920263205,-2.719258402
51109,1.669992819,1.454481441
51111,2.735315599,1.578423431
51113,2.466491009,3.161718629
51115,1.634258159,-4.89602594
51117,1.776528447,-0.403784799
51119,2.208599661,-4.148894607
51121,2.194789639,
51125,3.500425768,3.00022007
51127,1.149107103,-8.804172384
51131,2.81640072,2.393785322
51133,2.051708462,-6.812192556
51135,2.313035702,2.345357589
51137,1.655482718,0.993275206
51139,3.274644489,-1.544390126
51141,4.45372915,
51143,-0.005867479,2.456922082
51145,1.371021042,1.865425202
51147,1.908432783,0.924866958
51149,0.963062514,0.708281137
51153,0.524941799,11.29312391
51155,5.771835308,
51157,2.130975079,1.099000061
51159,4.553524109,-7.137169416
51161,3.567557269,
51163,4.344617116,-4.010181227
51165,2.21606062,-8.285800531
51167,6.9013456,
51169,4.713408296,
51171,1.733753438,-2.391608973
51173,6.876665616,
51175,1.831004778,-0.017791303
51177,1.054172232,-2.552630685
51179,0.252211308,-6.347330325
51181,1.264340077,0.054681079
51183,1.648009906,0.575787744
51185,6.971097156,
51187,1.822402056,-1.542432424
51191,3.871661862,
51193,3.84910556,-5.917086757
51195,6.573913041,
51197,6.134314741,
51199,0.11948908,0.457440108
51510,-2.537835755,-3.030845544
51515,,
51520,6.077270376,
51530,6.480047376,-5.801293732
51540,-1.151414123,0.171839749
51550,0.684179997,-9.768656873
51570,2.051108577,1.023338316
51580,7.604362203,
51590,3.996895085,1.86208648
51595,1.310191954,0.243457672
51600,-0.704194653,-1.283046026
51610,-2.701132482,-2.352882091
51620,1.421435124,-0.43567398
51630,-0.29544272,-6.437261057
51640,5.630646925,
51650,0.880981703,6.500922043
51660,-0.003698423,-5.918764249
51670,2.134791332,-0.034398878
51678,1.023739785,-6.06925637
51680,0.571598973,-4.762475982
51683,0.523445606,-1.226918128
51685,2.225132327,-0.538681845
51690,4.277740293,
51700,0.847464418,0.292010841
51710,0.909602379,7.078189313
51720,7.999545274,
51730,0.487539991,-0.527310009
51735,1.504478934,0.857145688
51740,1.224266635,0.399978547
51750,2.276928056,
51760,-1.438810245,-2.595192156
51770,3.024746573,-4.478479844
